00:59:36.860405, logger started
00:59:38.225696, [INFO], Starting main loop.
00:59:38.225784, v0, v1, v2, v3, v4, v5, v6, v7, v8, v9, Pressure1, Pressure2, Thrust, Temp
00:59:38.231969, 2.555000,2.548083,2.548598,2.549243,2.551808,0.000000,0.000000,0.000000,0.000000,0.000000,181.960000,181.461984,16505.331026,2467.431660,0,0,0,0,0,0,0,-2141846420
00:59:38.238464, 2.553072,2.552608,2.552828,2.553249,2.552310,0.000000,0.000000,0.000000,0.000000,0.000000,181.821199,181.787751,16531.268970,2471.559870,0,0,0,0,0,0,0,-2141846420
00:59:38.291341, [INFO], Connected to 192.168.0.14/ws-addData
00:59:38.291457, 2.551930,2.552969,2.552975,2.553345,2.553376,0.000000,0.000000,0.000000,0.000000,0.000000,181.738926,181.813769,16531.886200,2471.703451,0,0,0,0,0,0,0,-2141846420
00:59:38.297895, [INFO], Connected to 192.168.0.14/ws-rpi
00:59:38.297981, 2.553202,2.553804,2.553816,2.553480,2.551609,0.000000,0.000000,0.000000,0.000000,0.000000,181.830530,181.873879,16532.762915,2472.524201,0,0,0,0,0,0,0,-2141846420
00:59:38.304386, [WS_RECV],-2141846448,-2141846444,-2141846440,-2141846436,-2141846432,-2141846428,-2141846424,-2141846420
00:59:38.304657, [INFO], Servo operated 90
00:59:38.304805, 2.550135,2.554393,2.552163,2.552827,2.552009,0.000000,0.000000,0.000000,0.000000,0.000000,181.609745,181.916266,16528.531566,2470.911492,0,0,0,0,0,0,90,-2141846420
00:59:38.311157, 2.551926,2.550854,2.552616,2.552497,2.552011,0.000000,0.000000,0.000000,0.000000,0.000000,181.738666,181.661501,16526.396225,2471.353024,0,0,0,0,0,0,90,-2141846420
00:59:38.317555, 2.552661,2.555000,2.554302,2.553316,2.553129,0.000000,0.000000,0.000000,0.000000,0.000000,181.791598,181.960000,16531.702909,2472.998865,0,0,0,0,0,0,90,-2141846420
00:59:38.323936, 2.553136,2.553029,2.553355,2.553469,2.553526,0.000000,0.000000,0.000000,0.000000,0.000000,181.825813,181.818095,16532.687739,2472.074664,0,0,0,0,0,0,90,-2141846420
00:59:38.330266, 2.553393,2.553910,2.552342,2.552605,2.552811,0.000000,0.000000,0.000000,0.000000,0.000000,181.844289,181.881541,16527.098815,2471.086169,0,0,0,0,0,0,90,-2141846420
00:59:38.336701, 2.554300,2.553267,2.553694,2.553587,2.553289,0.000000,0.000000,0.000000,0.000000,0.000000,181.909624,181.835193,16533.451354,2472.405464,0,0,0,0,0,0,90,-2141846420
00:59:38.343828, 2.552128,2.552977,2.555000,2.551879,2.552893,0.000000,0.000000,0.000000,0.000000,0.000000,181.753198,181.814338,16522.394387,2473.679999,0,0,0,0,0,0,90,-2141846420
00:59:38.350201, 2.552512,2.552955,2.551332,2.554518,2.553944,0.000000,0.000000,0.000000,0.000000,0.000000,181.780873,181.812776,16539.480156,2470.099689,0,0,0,0,0,0,90,-2141846420
00:59:38.356490, 2.553293,2.553780,2.553554,2.553110,2.552978,0.000000,0.000000,0.000000,0.000000,0.000000,181.837128,181.872129,16530.369122,2472.268239,0,0,0,0,0,0,90,-2141846420
00:59:38.362767, 2.552682,2.553311,2.553473,2.553611,2.553455,0.000000,0.000000,0.000000,0.000000,0.000000,181.793090,181.838421,16533.611251,2472.189359,0,0,0,0,0,0,90,-2141846420
00:59:38.369085, 2.552814,2.553760,2.553622,2.553230,2.552651,0.000000,0.000000,0.000000,0.000000,0.000000,181.802601,181.870714,16531.143985,2472.334775,0,0,0,0,0,0,90,-2141846420
00:59:38.375408, 2.552547,2.553044,2.553025,2.553195,2.553317,0.000000,0.000000,0.000000,0.000000,0.000000,181.783357,181.819183,16530.914520,2471.752021,0,0,0,0,0,0,90,-2141846420
00:59:38.381681, 2.552911,2.553789,2.553788,2.553182,2.553926,0.000000,0.000000,0.000000,0.000000,0.000000,181.809620,181.872792,16530.835184,2472.496829,0,0,0,0,0,0,90,-2141846420
00:59:38.387963, 2.553013,2.553471,2.552969,2.553359,2.553740,0.000000,0.000000,0.000000,0.000000,0.000000,181.816918,181.849940,16531.978578,2471.697757,0,0,0,0,0,0,90,-2141846420
00:59:38.394313, 2.552385,2.552716,2.553277,2.553330,2.551780,0.000000,0.000000,0.000000,0.000000,0.000000,181.771692,181.795579,16531.789401,2471.997950,0,0,0,0,0,0,90,-2141846420
00:59:38.400664, 2.552679,2.553314,2.553981,2.553740,2.553563,0.000000,0.000000,0.000000,0.000000,0.000000,181.792854,181.838615,16534.444388,2472.685371,0,0,0,0,0,0,90,-2141846420
00:59:38.406966, 2.552780,2.553451,2.553326,2.553280,2.552975,0.000000,0.000000,0.000000,0.000000,0.000000,181.800148,181.848503,16531.467298,2472.045700,0,0,0,0,0,0,90,-2141846420
00:59:38.413240, 2.552686,2.553335,2.553076,2.553342,2.553164,0.000000,0.000000,0.000000,0.000000,0.000000,181.793362,181.840090,16531.870748,2471.802178,0,0,0,0,0,0,90,-2141846420
00:59:38.419528, 2.552140,2.553532,2.553605,2.553536,2.553346,0.000000,0.000000,0.000000,0.000000,0.000000,181.754061,181.854307,16533.124575,2472.318481,0,0,0,0,0,0,90,-2141846420
00:59:38.425797, 2.552870,2.553066,2.553190,2.553264,2.553241,0.000000,0.000000,0.000000,0.000000,0.000000,181.806649,181.820783,16531.360446,2471.912997,0,0,0,0,0,0,90,-2141846420
00:59:38.432062, 2.552672,2.553378,2.553271,2.552355,2.553980,0.000000,0.000000,0.000000,0.000000,0.000000,181.792385,181.843198,16525.476704,2471.992309,0,0,0,0,0,0,90,-2141846420
00:59:38.438330, 2.552788,2.553431,2.553485,2.553959,2.552809,0.000000,0.000000,0.000000,0.000000,0.000000,181.800725,181.847034,16535.864536,2472.201732,0,0,0,0,0,0,90,-2141846420
00:59:38.444596, 2.552357,2.553174,2.552851,2.553179,2.553047,0.000000,0.000000,0.000000,0.000000,0.000000,181.769733,181.828496,16530.815695,2471.582375,0,0,0,0,0,0,90,-2141846420
00:59:38.450864, 2.553035,2.552795,2.554348,2.553020,2.553458,0.000000,0.000000,0.000000,0.000000,0.000000,181.818523,181.801248,16529.784476,2473.043361,0,0,0,0,0,0,90,-2141846420
00:59:38.457138, 2.552464,2.553752,2.553070,2.553002,2.552986,0.000000,0.000000,0.000000,0.000000,0.000000,181.777430,181.870162,16529.669005,2471.796167,0,0,0,0,0,0,90,-2141846420
00:59:38.463402, 2.552490,2.553227,2.553461,2.553546,2.553343,0.000000,0.000000,0.000000,0.000000,0.000000,181.779285,181.832366,16533.191385,2472.178060,0,0,0,0,0,0,90,-2141846420
00:59:38.469666, 2.552849,2.553828,2.553698,2.553608,2.553229,0.000000,0.000000,0.000000,0.000000,0.000000,181.805097,181.875593,16533.591877,2472.408956,0,0,0,0,0,0,90,-2141846420
00:59:38.475928, 2.552561,2.552929,2.553028,2.553137,2.553150,0.000000,0.000000,0.000000,0.000000,0.000000,181.784402,181.810900,16530.543439,2471.755394,0,0,0,0,0,0,90,-2141846420
00:59:38.482192, 2.552787,2.553509,2.553673,2.552291,2.553773,0.000000,0.000000,0.000000,0.000000,0.000000,181.800698,181.852659,16525.060482,2472.384491,0,0,0,0,0,0,90,-2141846420
00:59:38.488468, 2.552878,2.553258,2.553238,2.553710,2.552857,0.000000,0.000000,0.000000,0.000000,0.000000,181.807183,181.834576,16534.252531,2471.960749,0,0,0,0,0,0,90,-2141846420
00:59:38.494732, 2.552456,2.553375,2.553434,2.553526,2.553492,0.000000,0.000000,0.000000,0.000000,0.000000,181.776811,181.843005,16533.059382,2472.151255,0,0,0,0,0,0,90,-2141846420
00:59:38.500996, 2.552747,2.552752,2.554024,2.553553,2.553324,0.000000,0.000000,0.000000,0.000000,0.000000,181.797751,181.798157,16533.234492,2472.727054,0,0,0,0,0,0,90,-2141846420
00:59:38.507258, 2.552693,2.553818,2.553002,2.552961,2.553073,0.000000,0.000000,0.000000,0.000000,0.000000,181.793914,181.874896,16529.400516,2471.729692,0,0,0,0,0,0,90,-2141846420
00:59:38.513522, 2.552636,2.553403,2.553315,2.553628,2.553223,0.000000,0.000000,0.000000,0.000000,0.000000,181.789790,181.844986,16533.717717,2472.035642,0,0,0,0,0,0,90,-2141846420
00:59:38.519785, 2.553098,2.553391,2.553509,2.553353,2.553504,0.000000,0.000000,0.000000,0.000000,0.000000,181.823033,181.844148,16531.939484,2472.225125,0,0,0,0,0,0,90,-2141846420
00:59:38.526049, 2.552502,2.553079,2.553424,2.553351,2.553377,0.000000,0.000000,0.000000,0.000000,0.000000,181.780128,181.821690,16531.925248,2472.141602,0,0,0,0,0,0,90,-2141846420
00:59:38.532312, 2.552630,2.553317,2.553143,2.552220,2.553732,0.000000,0.000000,0.000000,0.000000,0.000000,181.789383,181.838806,16524.603664,2471.867296,0,0,0,0,0,0,90,-2141846420
00:59:38.538576, 2.552838,2.553815,2.553581,2.553730,2.553064,0.000000,0.000000,0.000000,0.000000,0.000000,181.804317,181.874649,16534.381098,2472.294778,0,0,0,0,0,0,90,-2141846420
00:59:38.544839, 2.552586,2.553401,2.552917,2.553193,2.553368,0.000000,0.000000,0.000000,0.000000,0.000000,181.786178,181.844883,16530.906085,2471.646809,0,0,0,0,0,0,90,-2141846420
00:59:38.551123, 2.552427,2.552453,2.553870,2.553569,2.553605,0.000000,0.000000,0.000000,0.000000,0.000000,181.774738,181.776648,16533.336353,2472.577540,0,0,0,0,0,0,90,-2141846420
00:59:38.557388, 2.552957,2.553878,2.553360,2.553052,2.552801,0.000000,0.000000,0.000000,0.000000,0.000000,181.812909,181.879225,16529.988605,2472.079077,0,0,0,0,0,0,90,-2141846420
